lsn,eventtime,event,filedirectoryname,fullpath,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,targetvcn,clusterindex,missing_fullpath_flag
8713860870,12/23/23 0:14:23,File Creation,fa.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\fa.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D1,0,0
8713861559,12/23/23 0:14:23,File Creation,fi.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\fi.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D1,2,0
8713862256,12/23/23 0:14:23,File Creation,fil.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\fil.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D1,4,0
8713862951,12/23/23 0:14:23,File Creation,fr.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\fr.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D1,6,0
8713863697,12/23/23 0:14:23,File Creation,gu.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\gu.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D2,0,0
8713864386,12/23/23 0:14:23,File Creation,he.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\he.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D2,2,0
8713865080,12/23/23 0:14:23,File Creation,hi.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\hi.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D2,4,0
8713865783,12/23/23 0:14:23,File Creation,hr.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\hr.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D2,6,0
8713866472,12/23/23 0:14:23,File Creation,hu.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\hu.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D3,0,0
8713867161,12/23/23 0:14:23,File Creation,id.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\id.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D3,2,0
8713867858,12/23/23 0:14:23,File Creation,it.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\it.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D3,4,0
8713868547,12/23/23 0:14:23,File Creation,ja.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\ja.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D3,6,0
8713869236,12/23/23 0:14:23,File Creation,kn.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\kn.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D4,0,0
8713869933,12/23/23 0:14:23,File Creation,ko.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\ko.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D4,2,0
8713870622,12/23/23 0:14:23,File Creation,lt.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\lt.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D4,4,0
8713871368,12/23/23 0:14:23,File Creation,lv.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\lv.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D4,6,0
8713872057,12/23/23 0:14:23,File Creation,ml.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\ml.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D5,0,0
8713872746,12/23/23 0:14:23,File Creation,mr.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\mr.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D5,2,0
8713873457,12/23/23 0:14:23,File Creation,ms.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\ms.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D5,4,0
8713874146,12/23/23 0:14:23,File Creation,nb.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\nb.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D5,6,0
8713874838,12/23/23 0:14:23,File Creation,nl.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\nl.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D6,0,0
8713875536,12/23/23 0:14:23,File Creation,pl.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\pl.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D6,2,0
8713876226,12/23/23 0:14:23,File Creation,pt-BR.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\pt-BR.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D6,4,0
8713876922,12/23/23 0:14:23,File Creation,pt-PT.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\pt-PT.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D6,6,0
8713877628,12/23/23 0:14:23,File Creation,ro.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\ro.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D7,0,0
8713878317,12/23/23 0:14:23,File Creation,ru.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\ru.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D7,2,0
8713879064,12/23/23 0:14:23,File Creation,sk.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\sk.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D7,4,0
8713880405,12/23/23 0:14:23,File Creation,sl.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\sl.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D7,6,0
8713881102,12/23/23 0:14:23,File Creation,sr.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\sr.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D8,0,0
8713881791,12/23/23 0:14:23,File Creation,sv.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\sv.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D8,2,0
8713882480,12/23/23 0:14:23,File Creation,sw.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\sw.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D8,4,0
8713883179,12/23/23 0:14:23,File Creation,ta.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\ta.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D8,6,0
8713883871,12/23/23 0:14:23,File Creation,te.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\te.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D9,0,0
8713884560,12/23/23 0:14:23,File Creation,th.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\th.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D9,2,0
8713885257,12/23/23 0:14:23,File Creation,tr.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\tr.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D9,4,0
8713885946,12/23/23 0:14:23,File Creation,uk.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\uk.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174D9,6,0
8713886638,12/23/23 0:14:23,File Creation,vi.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\vi.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DA,0,0
8713887336,12/23/23 0:14:23,File Creation,zh-CN.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\zh-CN.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DA,2,0
8713888081,12/23/23 0:14:23,File Creation,zh-TW.pak,\Program Files (x86)\Dropbox\Client\189.4.8395\locales\zh-TW.pak,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DA,4,0
8713888786,12/23/23 0:14:23,File Creation,mmapfile.pyd,\Program Files (x86)\Dropbox\Client\189.4.8395\mmapfile.pyd,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DA,6,0
8713889489,12/23/23 0:14:23,File Creation,msvcp140.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\msvcp140.dll,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DB,0,0
8713890217,12/23/23 0:14:23,File Creation,msvcp140_1.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\msvcp140_1.dll,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DB,2,0
8713891022,12/23/23 0:14:23,File Creation,msvcp140_2.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\msvcp140_2.dll,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DB,4,0
8713891820,12/23/23 0:14:23,File Creation,msvcp140_atomic_wait.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\msvcp140_atomic_wait.dll,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DB,6,0
8713892642,12/23/23 0:14:23,File Creation,msvcp140_codecvt_ids.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\msvcp140_codecvt_ids.dll,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DC,0,0
8713893462,12/23/23 0:14:23,File Creation,ntdll_native.pyd,\Program Files (x86)\Dropbox\Client\189.4.8395\ntdll_native.pyd,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DC,2,0
8713894315,12/23/23 0:14:23,File Creation,nucleus_python.cp38-win_amd64.pyd,\Program Files (x86)\Dropbox\Client\189.4.8395\nucleus_python.cp38-win_amd64.pyd,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DC,4,0
8713895146,12/23/23 0:14:23,File Creation,opengl32sw.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\opengl32sw.dll,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DC,6,0
8713896396,12/23/23 0:14:23,Directory Creation,plugins,\Program Files (x86)\Dropbox\Client\189.4.8395\plugins,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DD,0,0
8713896712,12/23/23 0:14:23,Directory Creation,imageformats,\Program Files (x86)\Dropbox\Client\189.4.8395\plugins\imageformats,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DD,2,0
8713897021,12/23/23 0:14:23,File Creation,qgif.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\plugins\imageformats\qgif.dll,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DD,4,0
8713897717,12/23/23 0:14:23,File Creation,qjpeg.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\plugins\imageformats\qjpeg.dll,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DD,6,0
8713898507,12/23/23 0:14:23,Directory Creation,platforms,\Program Files (x86)\Dropbox\Client\189.4.8395\plugins\platforms,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,12/23/23 0:14:23,Initialize File Record Segment,0x174DE,0,0
8713898806,12/23/23 0:14:24,File Creation,qwindows.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\plugins\platforms\qwindows.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174DE,2,0
8713899673,12/23/23 0:14:24,Directory Creation,styles,\Program Files (x86)\Dropbox\Client\189.4.8395\plugins\styles,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174DE,4,0
8713899982,12/23/23 0:14:24,File Creation,qwindowsvistastyle.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\plugins\styles\qwindowsvistastyle.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174DE,6,0
8713901464,12/23/23 0:14:24,File Creation,psutil._psutil_windows.cp38-win_amd64.pyd,\Program Files (x86)\Dropbox\Client\189.4.8395\psutil._psutil_windows.cp38-win_amd64.pyd,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174DF,0,0
8713902357,12/23/23 0:14:24,File Creation,PyQt5.QtCore.pyd,\Program Files (x86)\Dropbox\Client\189.4.8395\PyQt5.QtCore.pyd,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174DF,2,0
8713903260,12/23/23 0:14:24,File Creation,PyQt5.QtGui.pyd,\Program Files (x86)\Dropbox\Client\189.4.8395\PyQt5.QtGui.pyd,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174DF,4,0
8713904162,12/23/23 0:14:24,File Creation,PyQt5.QtNetwork.pyd,\Program Files (x86)\Dropbox\Client\189.4.8395\PyQt5.QtNetwork.pyd,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174DF,6,0
8713905520,12/23/23 0:14:24,File Creation,PyQt5.QtQml.pyd,\Program Files (x86)\Dropbox\Client\189.4.8395\PyQt5.QtQml.pyd,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E0,0,0
8713908307,12/23/23 0:14:24,File Creation,PyQt5.QtQuick.pyd,\Program Files (x86)\Dropbox\Client\189.4.8395\PyQt5.QtQuick.pyd,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E0,2,0
8713918922,12/23/23 0:14:24,File Creation,PyQt5.QtWidgets.pyd,\Program Files (x86)\Dropbox\Client\189.4.8395\PyQt5.QtWidgets.pyd,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E0,4,0
8713920291,12/23/23 0:14:24,File Creation,PyQt5.QtWinExtras.pyd,\Program Files (x86)\Dropbox\Client\189.4.8395\PyQt5.QtWinExtras.pyd,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E0,6,0
8713921718,12/23/23 0:14:24,File Creation,PyQt5.sip.pyd,\Program Files (x86)\Dropbox\Client\189.4.8395\PyQt5.sip.pyd,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E1,0,0
8713922654,12/23/23 0:14:24,File Creation,python-packages.zip,\Program Files (x86)\Dropbox\Client\189.4.8395\python-packages.zip,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E1,2,0
8713925276,12/22/23 16:52:19,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/22/23 16:52:19,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E1,4,0
8713926975,12/23/23 0:14:24,File Creation,python38.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\python38.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E1,6,0
8713928307,12/22/23 16:52:19,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/22/23 16:52:19,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Deallocate File Record Segment,0x174E1,4,0
8713928867,12/22/23 16:52:19,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/22/23 16:52:19,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E1,4,0
8713929890,12/23/23 0:14:24,File Creation,pythoncom38.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\pythoncom38.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E2,0,0
8713931014,12/23/23 0:14:24,File Creation,pywintypes38.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\pywintypes38.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E2,2,0
8713931994,12/23/23 0:14:24,File Creation,qt-blacklist.json,\Program Files (x86)\Dropbox\Client\189.4.8395\qt-blacklist.json,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E2,4,0
8713932910,12/23/23 0:14:24,File Creation,qt.conf,\Program Files (x86)\Dropbox\Client\189.4.8395\qt.conf,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E2,6,0
8713934577,12/23/23 0:14:24,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/22/23 16:52:19,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Deallocate File Record Segment,0x174E1,4,0
8713934813,12/23/23 0:14:24,File Creation,Qt5Core.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\Qt5Core.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E1,4,0
8713937151,12/23/23 0:14:24,File Creation,Qt5Gui.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\Qt5Gui.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E3,0,0
8713938795,12/23/23 0:14:24,File Creation,Qt5Network.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\Qt5Network.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E3,2,0
8713939878,12/23/23 0:14:24,File Creation,Qt5OpenGL.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\Qt5OpenGL.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E3,4,0
8713940807,12/23/23 0:14:24,File Creation,Qt5QML.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\Qt5QML.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E3,6,0
8713942301,12/23/23 0:14:24,File Creation,Qt5Quick.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\Qt5Quick.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E4,0,0
8713943218,12/23/23 0:14:24,File Creation,Qt5QuickWidgets.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\Qt5QuickWidgets.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E4,2,0
8713944024,12/23/23 0:14:24,File Creation,Qt5Sql.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\Qt5Sql.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E4,4,0
8713944782,12/23/23 0:14:24,File Creation,Qt5Widgets.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\Qt5Widgets.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E4,6,0
8713945795,12/23/23 0:14:24,File Creation,Qt5WinExtras.dll,\Program Files (x86)\Dropbox\Client\189.4.8395\Qt5WinExtras.dll,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E5,0,0
8713946694,12/23/23 0:14:24,Directory Creation,QtGraphicalEffects,\Program Files (x86)\Dropbox\Client\189.4.8395\QtGraphicalEffects,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E5,2,0
8713946998,12/23/23 0:14:24,File Creation,Blend.qml,\Program Files (x86)\Dropbox\Client\189.4.8395\QtGraphicalEffects\Blend.qml,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E5,4,0
8713947732,12/23/23 0:14:24,File Creation,BrightnessContrast.qml,\Program Files (x86)\Dropbox\Client\189.4.8395\QtGraphicalEffects\BrightnessContrast.qml,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E5,6,0
8713948512,12/23/23 0:14:24,File Creation,Colorize.qml,\Program Files (x86)\Dropbox\Client\189.4.8395\QtGraphicalEffects\Colorize.qml,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,12/23/23 0:14:24,Initialize File Record Segment,0x174E6,0,0
